Year_x,College Code_x,College Name_x,Branch Code_x,Branch Name_x,OC_x,BC_x,BCM_x,MBC_x,SC_x,SCA_x,ST_x,OCRank_x,BCRank_x,BCMRank_x,MBCRank_x,SCRank_x,SCARank_x,STRank_x,Year_y,College Code_y,College Name_y,Branch Code_y,Branch Name_y,OC_y,BC_y,BCM_y,MBC_y,SC_y,SCA_y,ST_y,OCRank_y,BCRank_y,BCMRank_y,MBCRank_y,SCRank_y,SCARank_y,STRank_y
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AI,1,196.25,195.25,193.25,194.25,188.75,185.75,175.25,5009,6784,10428,8371,19210,24359,41685,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AI,1,194.75,192.25,191,189.5,184.5,164.5,168.75,4125,7203,8691,11099,17541,39651,35117
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",BY,2,198.25,197.5,197.25,196.5,193,191.75,188,1509,2804,3241,4467,10650,13387,20615,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",BY,2,196.75,195.25,195,194,190.5,186.75,181.25,1886,3340,3663,4983,9306,14794,21403
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CE,3,198.5,198,197.5,197.5,196,193.5,196,1360,2036,2661,2589,5482,10152,5468,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CE,3,196.75,196,196.25,195.25,191.5,189.5,176,1781,2593,2271,3405,7952,10906,27452
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XC,4,192.25,190.5,190.5,188.75,179.5,173,161,12198,15799,15753,19281,34682,45308,63309,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XC,4,185.5,175.75,173,173,157.5,164.25,158.5,16349,27920,30746,30655,46599,39789,45554
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CS,5,199.75,199.5,199.5,199,197.5,196.25,193.75,73,174,187,645,2528,4898,9550,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CS,5,199.5,199.25,198.75,198.25,195.5,195.25,190.75,92,166,294,632,3100,3356,9271
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CM,6,199,198.75,199,197.75,193.5,190.5,193.33,603,949,806,2341,10132,15465,10186,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CM,6,198.5,198,197.5,196.75,188.25,183.5,182.25,409,754,1151,1883,12899,18914,20191
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EE,7,199.25,199,198.5,198.75,196.5,197,193.25,328,663,1374,961,4297,3510,10508,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EE,7,198.25,197.5,196.75,197.25,194.75,191.25,173.75,587,1110.5,1861,1319,4082,8315,30111
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EM,8,199.25,199,198,198.5,195.5,194.5,189,458,677,1904,1342,6436,8060,18532,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EM,8,198.25,197.75,195.25,196.5,190.5,180.25,172.75,636,996,3447,2161,9525,22675,31157
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EC,9,200,199.75,199.75,199.25,198.25,197,190.25,48,160,150,403,1600,3297,15907,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EC,9,199.33,198.75,198.25,198.5,195.75,193.25,187.25,103,302.5,547,432,2892,5878,14073
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",GI,10,196.75,196,194,194.75,188.75,186.25,134905,3887,5279,9184,7438,19199,23332,100000,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",GI,10,194,192.75,191.75,190.25,180,141,134905,5051,6533,7703,9892,22914,62312,134905
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IE,11,196.5,196,195.5,194.25,186.75,184,134905,4369,5311,6376,8390,22827,27247,100000,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IE,11,195.25,192.5,188.75,190,179.5,153.25,134905,3545,6733,12073,10527,23526,50687,134905
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IM,12,198.5,198,197.75,197,191.5,184.5,172,1381,1779,2359,3715,13735,26593,46942,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IM,12,197.25,197,195,195,185.5,178.5,187.75,1269,1676,3701,3655,16408,24548,13306
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MN,13,197.25,196.5,196.75,195.5,187,193,134905,3053,4290,3923,6450,22220,10928,100000,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MN,13,194,192.25,191.25,191.25,184,158.5,134905,4886,7054,8548,8308,18303,45446,134905
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MA,14,196,195.5,194.75,194.25,184,179.75,134905,5533,6365,7644,8736,27425,34524,100000,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MA,14,192.75,190.25,187.75,188,174.25,164.75,134905,6437,9722,13508,12964,29484,39403,134905
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",ME,15,199.25,199,198.5,198.25,196.5,196.5,190.75,356,784,1388,1484,4638,4569,15082,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",ME,15,198,197.25,195.75,196.25,192.75,190,186.75,725,1381.5,3010,2255,6574,10163,14774
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XM,16,193.5,191,191.25,189.25,180,175.75,164.25,9839,14544,14285,18261,33990,40959,58490,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XM,16,187.25,180.25,178.75,174.5,154,132,134905,14091,22809,24400,29160,49871,70333,134905
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MI,17,197,196,193.25,195,188.75,191,134905,3539,5491,10542,7075,18965,14740,100000,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MI,17,194,191.75,189.75,191.75,182.5,177,134905,5059,7712,10792,7641,20138,26464,134905
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PT,18,195,194.25,190.75,192.5,183.75,180.25,164.5,6975,8422,14980,11962,27743,33747,58378,2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PT,18,191.75,190,187,187.25,172.75,175,143.25,7684.5,10511,14356,14084,31050,28643,60046
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AP,19,193.25,192,191,190,178.5,173.25,134905,10285,12723,14584,17002,36639,44822,134905,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AP,19,188.5,184.75,184.5,179,162,118.5,134905,12530,17256,17457,24068,42076,81711,134905
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CR,20,192.75,192,190.25,190.25,178,170.75,134905,11468,12988,16166,16277,37493,48655,134905,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CR,20,188,185.75,178.5,180.25,164.25,119.25,134905,13019,15866,24776,22558,39768,81149,134905
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CH,21,198.5,197.75,196.75,197,193.5,195.25,185.25,1281,2187,3792,3456,9897,6618,25398,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CH,21,196.5,196,195.5,193.25,190.25,188.25,171.5,2035,2618,3191,5725,9683,12852,32446
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CL,22,197.25,197,196.5,195.5,188,183.75,176,2961,3508,4380,6380,20360,27620,40332,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CL,22,194.75,193.75,193,191,183,178.75,125,4074,5335,6000,8922,19277,24364,76408
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",FS,23,196,195.25,194.25,193.5,186.25,175.5,134905,5442,6885,8714,9852,23578,41058,134905,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",FS,23,192.75,191.75,190.5,190,176,176.25,134905,6470,7831,9547,9949,27599,27349,134905
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IB,24,197.75,197,195.75,195.5,193,192.75,134905,2480,3400,6019,6274,11032,11519,134905,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IB,24,197,195,189.25,192.25,187.75,174,134905,1715,3791,11370,7059,13553,29663,134905
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IS,25,197,196.5,195.25,194.75,186,184.75,134905,3575,4668,6679,7669,23803,26057,134905,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IS,25,194,192.25,189,189.25,177.25,148.75,134905,5015,7020,11714,11382.5,26235,55072,134905
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",LE,26,193.75,192.75,193,191.25,181.75,179.75,178.5,9445,11387,11099,14004,31263,34612,36402,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",LE,26,187.25,185,182,180.75,168.75,174.75,135,14002,16997,20459,22135,35217,28929,67670
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PP,27,195.75,195,194.75,193.5,185.75,176.25,165.25,5666,7079,7631,10041,24326,40104,57127,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PP,27,192.25,189.75,186.25,187,174.75,161.75,165.75,7159,10799,15408,14503,28917,42431,38233
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PM,28,195,194.25,194.75,192.25,183.5,172.5,134905,7111,8464,7490,12343,28357,46138,134905,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PM,28,191.5,189.75,189.25,186.25,171.5,128.75,134905,8074,10634,11465,15218,32347,73157,134905
2017,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",TX,29,193.75,193,192.25,191.75,182,177,157.25,9423,10803,12526,13162,30643,39090,68732,2018,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",TX,29,190,188.25,183,185,175.25,180.75,160.5,10537,12687,19324,16914,28443,21974,43610
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CS,5,198.75,198.5,198,197.75,195,197.5,192.25,835,1146,1853,2424,7260,2595,12319,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CS,5,198,197.5,197.5,196.5,192.25,189.25,185.5,737,1040,1038,1992,7201,11504,16375
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CM,6,198.5,198.33,197.5,197,192,186,134905,1235,1410,2639,3454,12601,23791,134905,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CM,6,197.25,197,194.75,195.75,187,174,134905,1277,1590,4114,2961,14510,29753,134905
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EM,8,198.75,198.5,197,197.75,193.5,188.75,177.75,1024,1335,3448,2207,9734,18973,37656,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EM,8,196.75,196.5,192.25,195.5,186.75,170.75,172.5,1777,2199,6998,3299,14788,33110,31213
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EC,9,199.25,199,198,198.25,196.5,196.25,188.25,467,722,2032,1421,4559,4853,20187,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EC,9,197.75,197.5,196.5,196.75,194,191.75,183.5,892,1201,2177,1812,4875,7709,18855
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",IM,12,197.75,197.5,196.25,196,188.75,180,168,2118,2509,4768,5247,19228,34232,53061,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",IM,12,196.5,195.75,193.75,194.25,183,166.5,170.75,2074,2821,5232,4691,19543,37525,33204
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AE,30,198.25,197.33,197.75,197,194.75,195,134905,1563,2896,2282,3628,7564,7108,134905,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AE,30,197.25,195.75,194.25,194.33,191,185.5,134905,1295,2939,4571,4523,8728,16258,134905
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AU,31,197.5,197,196.75,195.75,191.25,187,180.75,2877,3537,3935,5892,14016,22306,32866,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AU,31,195.33,194.25,191.75,193,182.25,179,171.25,3327,4547,7850,6059,20364,24153,32741
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AS,32,196.75,196.25,196.5,195,187,185,134905,4173,4811,4455,7219,22120,25702,134905,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AS,32,192.67,191.5,190,189.5,178.75,158,134905,6621,8206,10362,11118,24468,45954,134905
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EX,34,197.75,197.25,196.75,196.25,189.75,179.5,134905,2450,2936,4181,4830,17160,34921,134905,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EX,34,195.25,194.75,191.5,193.5,182.5,167,134905,3353,3985,8069,5686,19990,37124,134905
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EI,35,198.25,198,197.75,197.25,192.75,190.75,176.5,1508,2082,2408,3232,11409,15289,39625,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EI,35,196.5,195.75,192,194.75,187.75,184.5,166,2033,2975,7460,4208,13406,17533,38048
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",PR,36,196.75,196.25,195.5,194.75,186.75,186.25,168,4011,5039,6369,7827,22483,23331,52985,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",PR,36,193.5,192.25,189.75,189.75,178,169.5,119.75,5493,7260,10775,10826,25211,34465,80683
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",RP,37,194.75,193.5,191.5,193,183.75,174.75,161.25,7543,9818,13962,11100,27906,42456,63186,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",RP,37,190,188,185.25,185.5,172,146.75,141.75,10535,13123,16561,16404,31946,56945,61609
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",MF,38,198.75,198.25,197.5,197.75,194.25,191.5,186.75,1070,1442,2651,2399,8417,13786,22696,2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",MF,38,196.5,196.25,194,195,190,182.75,168.75,2018,2491,5109,3707,10285,19641.5,35146
2017,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",CS,5,179.25,174,168.75,175.5,162.75,163.25,149.25,35327,43805,51825,41267,60783,60082,80116,2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",CS,5,175,161.75,159.25,163.5,143.5,134905,118,28491,42427,44918,40616,59895,134905,82154
2017,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",EC,9,183.75,176.75,177.75,180.25,165.5,138,134905,27663,39324,37605,33702,56582,94938,134905,2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",EC,9,173.5,148,162.5,165.5,139.5,157.75,134905,30368,55676,41411,38490,63685,46280,134905
2017,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",ME,15,180.25,176,174,176.5,167.5,144.25,175.25,33606,40577,43574,39877,53916,86994,41584,2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",ME,15,168.75,157.25,162.5,160.5,130.75,136.75,134905,35210,46678,41424,43677,71470,66000,134905
2017,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",XM,16,125,92.75,134905,92.5,96,134905,134905,109574,132241,134905,132377,130915,134905,134905,2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",XM,16,87,134905,134905,134905,134905,134905,134905,101055,134905,134905,134905,134905,134905,134905
2017,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",IT,33,173.75,165.5,145.25,163.25,156.75,134.75,134905,44068,56884,85426,60160,69413,98660,134905,2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",IT,33,165.25,150.75,158.75,153.75,136.75,90.5,134905,38907,53034,45236,50118,66034,99808,134905
2017,1014,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",CE,3,174.75,158.75,156.5,163.75,161.5,122.25,139.5,42434,66594,69707,59341,62817,112197,92830,2018,1014,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",CE,3,140.5,94,95,125.5,100.5,134905,116.75,62788,98211,97712,76027,94658,134905,83047
